user_id,full_name,pan,pan_flag,aadhaar,aadhaar_flag,city,state,occupation,monthly_income,signup_timestamp,kyc_status,risk_segment,resolution_type,resolution_confidence,raw_record_count,conflict_details
USR10043,Rehaan Buch,TWXGM2046F,VALID_PAN,984179043663,VALID_12_DIGIT_AADHAAR,Ldh,Punjab,Business Owner,0.17368,2025-03-21 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['TWXGM2046F', 'HGKBQ4142L']; Conflicting Aadhaars: ['984179043663', 'XXXXXXXX8210']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Rehaan Buch', 'Inaya Lanka']"
USR10045,Mohammed Sur,HGVSK6101C,VALID_PAN,992158738704,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Student,42100.0,2024-05-13 00:00:00,UNKNOWN,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10046,Indrajit Patla,ZIEPW3536D,VALID_PAN,695001237960,VALID_12_DIGIT_AADHAAR,Jalandar,Punjab,Self Employed,33616.0,2025-03-30 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10047,Pushti Datta,RPFZI6765W,VALID_PAN,641592077427,VALID_12_DIGIT_AADHAAR,Poona,Maharashtra,Salaried,38887.0,,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10048,Jhalak Chaudhry,PVBSX3783Q,VALID_PAN,428702893969,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Retired,0.48066,2026-02-06 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10049,Eshana De,OCHZK0381G,VALID_PAN,862226398615,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Gig Worker,0.55166,2024-05-19 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting Names: ['Mugdha Biswas', 'Eshana De']"
USR10052,Rohan Kothari,UBWTV8602C,VALID_PAN,798537002668,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Business Owner,61355.0,2026-01-26 05:06:55,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['UBWTV8602C', 'UZ1LQ2970S']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Rohan Kothari', 'Ladli Doctor']"
USR10054,Veda Sodhi,,MISSING_PAN,696462768561,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Unemployed,15820.0,,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10057,Zehaan Shetty,KQMXL5728R,VALID_PAN,249864742603,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Freelancer,,2026-03-10 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10059,Darsh Bhatti,VDRFY3513K,VALID_PAN,673866403974,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Unemployed,62771.0,2024-06-23 22:19:56,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10064,Yamini Kapadia,LLLDU5856D,VALID_PAN,887754838298,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Gig Worker,,,PENDING,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR10066,Yashodasom,GMSVD2441K,VALID_PAN,673424420270,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Student,0.25819,2025-05-15 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10069,Fiyaz Pingle,RAHVJ4104Y,VALID_PAN,987338555178,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Business Owner,49895.0,,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10070,Vedhika Chaudhry,YDFTR4800M,VALID_PAN,756077517652,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Salaried,10797.0,2025-06-26 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10078,Balvanchoudhary,ETFYC6320D,VALID_PAN,761378261162,VALID_12_DIGIT_AADHAAR,Bangalore,Karnataka,Unemployed,,2025-10-15 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10085,Neel Deol,CCHNM7498D,VALID_PAN,109354020756,VALID_12_DIGIT_AADHAAR,Hyd,Telangana,Retired,,2025-04-23 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10086,Idika Biswas,IHKMF2011Z,VALID_PAN,423614293017,VALID_12_DIGIT_AADHAAR,Bangalore,Karnataka,Retired,29650.0,2024-08-08 15:24:44,REJECTED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10088,Jyoti Soni,JNJEH7052X,VALID_PAN,716808973823,VALID_12_DIGIT_AADHAAR,Ldh,Punjab,Student,26367.0,,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting KYC Statuses: ['VERIFIED', 'PENDING']"
USR10090,Arya Nadig,FXVKY3589L,VALID_PAN,1136565448,MALFORMED_AADHAAR,Lucknow,Uttar Pradesh,Freelancer,0.13798,,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10093,Widisha Ganesan,,MISSING_PAN,473571830492,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Student,,2025-10-31 01:25:20,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10095,Dalbir Kala,MYAQM7278K,VALID_PAN,3467548505208,EXCESS_DIGITS_AADHAAR,Jalandar,Punjab,Gig Worker,33245.0,2025-07-11 19:32:49,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10096,Michael Kapadia,JKIQW6925C,VALID_PAN,184907834944,VALID_12_DIGIT_AADHAAR,Hyderabad,Telangana,Unemployed,19706.0,2024-07-27 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10097,Faris Rattan,EJTQU5238W,VALID_PAN,311297422048,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Unemployed,71021.0,2025-02-10 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10098,Xiti Ben,QUPZM7586,MALFORMED_PAN_FORMAT,620191162413,VALID_12_DIGIT_AADHAAR,Chennai,Tamil Nadu,Gig Worker,9421.0,2025-07-22 00:00:00,REJECTED,LOW,FORMATTING_DUPLICATE,0.85,2,2 records with formatting/casing variations consolidated
USR10100,Gavin Mani,,MISSING_PAN,947872427502,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Student,79104.0,2025-04-15 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10101,Vincent Borra,VFLAA3488C,VALID_PAN,686909110994,VALID_12_DIGIT_AADHAAR,Jalandar,Punjab,Unemployed,34000.0,2024-07-24 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10106,Onveer Devi,BJQZX0061,MALFORMED_PAN_FORMAT,970976962188,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Unemployed,27821.0,2024-01-19 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10107,Kalpit Narayan,PSZIU4769J,VALID_PAN,757616349442,VALID_12_DIGIT_AADHAAR,Hyderabad,Telangana,Self Employed,47795.0,2026-02-19 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10108,Chame1I Nadig,BOOZV5903,MALFORMED_PAN_FORMAT,790823257838,VALID_12_DIGIT_AADHAAR,Chennai,Tamil Nadu,Salaried,21734.0,2025-11-03 14:51:55,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10114,Anya Gera,,MISSING_PAN,,MISSING_AADHAAR,New Delhi,Delhi,Retired,17607.0,2024-03-27 14:07:08,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10115,Veda Wali,UBCJF9557Q,VALID_PAN,771321797377,VALID_12_DIGIT_AADHAAR,Madras,Tamil Nadu,Salaried,34289.0,2025-09-27 22:29:40,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10123,Jyoti Mukhopadhyay,VFJGH8521W,VALID_PAN,163850488808,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Retired,14855.0,2026-01-15 16:51:32,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10126,Chandresh Bail,ERXIZ5289Y,VALID_PAN,481696420560,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Unemployed,49735.0,2025-01-21 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10129,Gabriel Dugar,OWICS9646E,VALID_PAN,963852600278,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Freelancer,30244.0,2025-09-13 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10130,Osha Raj,HHAIS6963P,VALID_PAN,082450593233,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Business Owner,52292.0,2024-07-25 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10131,Kashish Dua,JBNMU8104T,VALID_PAN,225688125895,VALID_12_DIGIT_AADHAAR,Madras,Tamil Nadu,Business Owner,39868.0,2026-02-14 00:00:00,VERIFIED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR10133,Finn Cheema,MXJMT0296U,VALID_PAN,469613984462,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Self Employed,38349.0,2025-07-20 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10143,Vrishti Devi,QBJQU2549A,VALID_PAN,907263797341,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Farmer,20853.0,2025-02-26 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10155,Vasatika Pall,VGPGC1828H,VALID_PAN,901764989131,VALID_12_DIGIT_AADHAAR,Bombay,Maharashtra,Salaried,,2024-12-26 04:40:00,PENDING,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10157,Jonathan Sood,SFLSS8791F,VALID_PAN,0170542962,MALFORMED_AADHAAR,Pune,Maharashtra,Business Owner,34003.0,2024-10-04 00:00:00,VERIFIED,HIGH,FORMATTING_DUPLICATE,0.85,2,2 records with formatting/casing variations consolidated
USR10161,Ganga Date,WYXR01853U,MALFORMED_PAN_FORMAT,064650703481,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Gig Worker,49452.0,2024-11-09 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10165,Manbir Manne,ACZUX1398N,VALID_PAN,155928454479,VALID_12_DIGIT_AADHAAR,Madras,Tamil Nadu,Self Employed,,2025-07-22 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10166,Maya Sane,ZXJPO3686X,VALID_PAN,117697892537,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Salaried,35800.0,2024-04-22 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10168,Aarini Rajan,JPGRS7003U,VALID_PAN,915458342856,VALID_12_DIGIT_AADHAAR,Blr,Karnataka,Retired,11300.0,2025-01-06 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10171,Hredhaan Devan,GEEJQ2097Z,VALID_PAN,XXXXXXXX8568,MASKED_AADHAAR,Kolkata,West Bengal,Business Owner,28921.0,2024-07-04 00:00:00,VERIFIED,HIGH,CONFLICTING_RECORD,0.5,2,"Conflicting Aadhaars: ['611732550236', 'XXXXXXXX8568']; Conflicting Names: ['Aditya Sibal', 'Hredhaan Devan']"
USR10174,Dayamai Borra,GXEQU6279D,VALID_PAN,292374710522,VALID_12_DIGIT_AADHAAR,Chennai,Tamil Nadu,Farmer,97324.0,2025-05-24 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10176,Alka Bir,BCWDB7161,MALFORMED_PAN_FORMAT,XXXXXXXX5526,MASKED_AADHAAR,Chennai,Tamil Nadu,Salaried,27058.0,2025-02-05 00:00:00,REJECTED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10182,Gunbir S0Man,WLTCF3280,MALFORMED_PAN_FORMAT,425164834247,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Freelancer,31424.0,2026-01-16 21:12:56,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10185,Jasmit Rajagopalan,,MISSING_PAN,695364276991,VALID_12_DIGIT_AADHAAR,Asr,Punjab,Gig Worker,74324.0,2024-01-07 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10188,Veer Seshadri,TBISJ6381N,VALID_PAN,743097547718,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Gig Worker,23789.0,2024-05-11 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['GGAKL4874Q', 'TBISJ6381N']; Conflicting Aadhaars: ['682071929256', '743097547718']; Conflicting KYC Statuses: ['VERIFIED', 'REJECTED']; Conflicting Names: ['Simon Parsa', 'Veer Seshadri']"
USR10192,Lucky Sani,EUSEA1656K,VALID_PAN,941955105791,VALID_12_DIGIT_AADHAAR,Bombay,Maharashtra,Farmer,32350.0,2025-07-24 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10194,Varsha Duga1,VRUMG3903Q,VALID_PAN,405695626003,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Farmer,,2024-04-14 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting Aadhaars: ['405695626003', '918298910365']; Conflicting Names: ['Varsha Duga1', 'Balvan Narayanan']"
USR10195,Unnati Shukla,WTDLO1743Z,VALID_PAN,962156013549,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Student,0.11451,2025-08-30 15:18:09,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10200,Ati Swaminathan,KJGSF3972C,VALID_PAN,710661068638,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Unemployed,41384.0,2025-09-01 11:23:45,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10202,Chandresh Sem,RMZZG6888N,VALID_PAN,329573063806,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Unemployed,17757.0,2025-06-04 07:47:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['RMZZG6888N', 'VXIXQ0284V']; Conflicting Aadhaars: ['329573063806', '927128129717']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Chandresh Sem', 'Champak Bhatia']"
USR10203,Chanakya Mandal,DBZPN0182F,VALID_PAN,586327469035,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Self Employed,49109.0,2025-12-31 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10204,Dhriti Rajagopal,QHAVT4269Z,VALID_PAN,322002437145,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Self Employed,16381.0,2025-12-25 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10205,Diya Tiwari,CIOAM6886B,VALID_PAN,563540030977,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Student,11613.0,2024-08-16 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10207,Jack Taneja,RIEKD8431Z,VALID_PAN,4048617121,MALFORMED_AADHAAR,Ludhiana,Punjab,Salaried,,2024-01-17 00:00:00,UNKNOWN,LOW,SINGLETON,1.0,1,No duplicate records found
USR10209,Samarth Dey,SPRJX8660K,VALID_PAN,624188250336,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Retired,14700.0,2024-01-09 00:00:00,VERIFIED,HIGH,EXACT_DUPLICATE,1.0,2,2 identical duplicate rows consolidated
USR10210,Radha Narayanan,DOJTA0907Z,VALID_PAN,474868760225,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Freelancer,37410.0,2025-07-14 12:39:47,PENDING,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10213,Fariq Bhavsar,ASTFC3720B,VALID_PAN,2434504430,MALFORMED_AADHAAR,Jaipur,Rajasthan,Student,29700.0,2025-02-23 03:24:00,PENDING,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10214,Harsh Sekhon,UPNBS3806F,VALID_PAN,596040609088,VALID_12_DIGIT_AADHAAR,Blr,Karnataka,Business Owner,36523.0,2024-12-12 11:55:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['UPNBS3806F', 'XAWZM1730C']; Conflicting Aadhaars: ['596040609088', '911958753628']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Harsh Sekhon', 'Turvi Kapur']"
USR10216,Unni Vig,TPHFM2913,MALFORMED_PAN_FORMAT,985611909726,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Salaried,48670.0,2024-03-18 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10218,Lekha Keer,TAMQI2883E,VALID_PAN,012107959469,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Salaried,28990.0,2026-03-12 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10221,Nathan Narain,QRDDA6314T,VALID_PAN,481397017534,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Unemployed,76407.0,2026-01-07 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10222,Tamanna Chand,BRILX4429G,VALID_PAN,641938173349,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Student,38181.0,2025-04-12 05:18:46,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10223,Eesha Joshi,NKONK8611O,VALID_PAN,695864736450,VALID_12_DIGIT_AADHAAR,Hyderabad,Telangana,Freelancer,,2024-02-17 18:52:51,PENDING,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10228,Finn Gade,GYXZP9703T,VALID_PAN,409958614308,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Business Owner,0.18999,2025-12-15 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10229,Darika Sarna,DXZKM0876A,VALID_PAN,350074312654,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Student,22969.0,2024-12-16 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10232,Vasana Prashad,LQLJH4277R,VALID_PAN,2769556512,MALFORMED_AADHAAR,Asr,Punjab,Retired,11400.0,2025-10-15 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR10233,Amol Das,DKWOM9606J,VALID_PAN,5835194920002,EXCESS_DIGITS_AADHAAR,Bangalore,Karnataka,Self Employed,73590.0,,VERIFIED,HIGH,CONFLICTING_RECORD,0.5,2,"Conflicting Aadhaars: ['5835194920002', '844130089156']; Conflicting Names: ['Amol Das', 'Sara Reddy']"
USR10239,Girish Koshy,NCDMU2666Q,VALID_PAN,715261228046,VALID_12_DIGIT_AADHAAR,Poona,Maharashtra,Retired,38138.0,2025-05-31 00:00:00,VERIFIED,HIGH,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['IEPWC1430S', 'NCDMU2666Q']; Conflicting Aadhaars: ['2623212150', '715261228046']; Conflicting Names: ['Abha Bhatti', 'Girish Koshy']"
USR10241,Arya Koshy,CAEML1033G,VALID_PAN,6314433270476,EXCESS_DIGITS_AADHAAR,Mumbai,Maharashtra,Business Owner,25630.0,2024-10-27 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10245,Aachal Gulati,SSCKX6976T,VALID_PAN,134651420643,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Student,28505.0,2025-10-11 01:03:52,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10249,Pooja Mannan,TKQKC6386T,VALID_PAN,805674693783,VALID_12_DIGIT_AADHAAR,Madras,Tamil Nadu,Unemployed,35209.0,2025-12-30 06:25:47,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10257,Tanish Issac,HQZWV0953B,VALID_PAN,216604206054,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Self Employed,15854.0,2025-03-10 12:06:05,VERIFIED,UNKNOWN,EXACT_DUPLICATE,1.0,2,2 identical duplicate rows consolidated
USR10261,Raksha Khanna,SBSKN9088C,VALID_PAN,746142855175,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Freelancer,34259.0,2025-02-22 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10262,Baghyawati Ganesan,BCRWJ1533U,VALID_PAN,828476051658,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Retired,,2024-07-09 19:09:14,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10264,Bhavya Kar,ZTYKZ0357G,VALID_PAN,,MISSING_AADHAAR,Bengaluru,Karnataka,Gig Worker,29708.0,2025-06-03 00:00:00,PENDING,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR10265,Ladli Borde,HTCMC8291O,VALID_PAN,3916707632,MALFORMED_AADHAAR,Pune,Maharashtra,Salaried,0.20579,2025-06-10 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10267,Nidra Jain,QURIV1241Y,VALID_PAN,425476619672,VALID_12_DIGIT_AADHAAR,New Delhi,Delhi,Farmer,33870.0,2025-10-15 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10272,Guneet Rao,,MISSING_PAN,582508914738,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Farmer,57300.0,2024-05-29 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10277,Ojasvi Mahajan,CIWAC4925P,VALID_PAN,286255457089,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Salaried,19900.0,2024-10-03 20:31:39,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['NTTHD3525C', 'CIWAC4925P']; Conflicting Aadhaars: ['075515152322', '286255457089']; Conflicting Names: ['Aarini Sani', 'Ojasvi Mahajan']"
USR10278,Isha Patil,NQQFL8842P,VALID_PAN,XXXXXXXX5479,MASKED_AADHAAR,Bangalore,Karnataka,Farmer,35033.0,2025-04-17 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10285,Samaksh Buch,TNCFZ5575D,VALID_PAN,333517517178,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Freelancer,25800.0,2025-09-11 10:14:00,VERIFIED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR10288,Fiyaz Ramaswamy,BDCUR2943J,VALID_PAN,928965250793,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Retired,25270.0,2025-08-12 00:00:00,VERIFIED,UNKNOWN,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['BDCUR2943J', 'KTTEC4601T', 'JGQKP4206F']; Conflicting Aadhaars: ['928965250793', 'XXXXXXXX6313']; Conflicting Names: ['Fiyaz Ramaswamy', 'Girindra Basu', 'Eesha Gola']"
USR10289,Gavin Chandra,PBIUE3421R,VALID_PAN,638287118660,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Student,23756.0,2025-03-09 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR10290,Yoshita Muni,HXFKY8683Z,VALID_PAN,8388963113658,EXCESS_DIGITS_AADHAAR,Pune,Maharashtra,Farmer,7517.0,2025-03-28 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10293,Yauvani Mall,ZYZSL0066Z,VALID_PAN,686525319544,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Unemployed,17900.0,2024-03-20 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR10297,Henry Ram,GGVHM4173F,VALID_PAN,147360365353,VALID_12_DIGIT_AADHAAR,Poona,Maharashtra,Freelancer,25349.0,2025-03-03 12:15:41,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
